"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome","str.match","GL","DBH","p.est","p.ci","N","dbh.crit","p"
"sp376","Bauhinia corniculata","Fabaceae","Bauhinia","Bauhinia corniculata","species","Arbusto",NA,"Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)",376,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.715454545454545,"unknown",0.196853100884573,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp377","Bauhinia cupulata","Fabaceae","Bauhinia","Bauhinia cupulata","species","Arbusto|Árvore",NA,"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",377,"native","tree","Woody tree (Tree)",8,"small_tree",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp378","Bauhinia forficata","Fabaceae","Bauhinia","Bauhinia forficata","species","Árvore",NA,"Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",378,"native","tree","Woody tree (Tree)",16,"large_tree",0.63,"pioneer",0.127521758484341,"autochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",8,10,0.75
"sp379","Bauhinia fusconervis","Fabaceae","Bauhinia","Bauhinia fusconervis","species","Arbusto",NA,"Floresta Estacional Semidecidual",379,"native","shrub","Woody tree (Shrub or treelet)",5,"small_tree",0.715454545454545,"pioneer",0.196853100884573,"autochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp380","Bauhinia glaziovii","Fabaceae","Bauhinia","Bauhinia glaziovii","species","Arbusto|Árvore",NA,NA,380,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.715454545454545,"unknown",0.196853100884573,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp381","Bauhinia holophylla","Fabaceae","Bauhinia","Bauhinia holophylla","species","Arbusto",NA,"Cerrado (lato sensu)",381,"native","shrub","Woody tree (Shrub or treelet)",5.452,"small_tree",0.715454545454545,"pioneer",0.196853100884573,"autochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp382","Bauhinia integerrima","Fabaceae","Bauhinia","Bauhinia integerrima","species","Arbusto",NA,"Floresta Estacional Semidecidual",382,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp383","Bauhinia longicuspis","Fabaceae","Bauhinia","Bauhinia longicuspis","species","Arbusto|Árvore",NA,"Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",383,"native","tree","Woody tree (Tree or shrub)",11.5,"small_tree",0.715454545454545,"unknown",0.196853100884573,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp384","Bauhinia longifolia","Fabaceae","Bauhinia","Bauhinia longifolia","species","Arbusto|Árvore",NA,"Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",384,"native","tree","Woody tree (Tree)",17.8,"large_tree",0.707,"early_secondary",0.0943396226415094,"autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",13,12.5,0.461538461538462
"sp385","Bauhinia membranacea","Fabaceae","Bauhinia","Bauhinia membranacea","species","Arbusto|Árvore",NA,"Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual",385,"native","tree","Woody tree (Shrub or treelet)",7.6,"large_shrub",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp386","Bauhinia mollis","Fabaceae","Bauhinia","Bauhinia mollis","species","Arbusto",NA,"Cerrado (lato sensu)|Floresta Ciliar ou Galeria",386,"native","shrub","Woody tree (Shrub or treelet)",6,"small_tree",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp387","Bauhinia ovata","Fabaceae","Bauhinia","Bauhinia ovata","species","Árvore",NA,"Floresta Ombrófila (= Floresta Pluvial)",387,"native","tree","Woody tree (Tree or shrub)",14.45,"small_tree",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",3,NA,NA
"sp388","Bauhinia pentandra","Fabaceae","Bauhinia","Bauhinia pentandra","species","Arbusto|Árvore",NA,"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual",388,"native","tree","Woody tree (Tree or shrub)",5.9,"small_tree",0.715454545454545,"pioneer",0.196853100884573,"autochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp389","Bauhinia pinheiroi","Fabaceae","Bauhinia","Bauhinia pinheiroi","species","Arbusto",NA,"Floresta Estacional Semidecidual",389,"native","shrub","Woody tree (Tree or shrub)",13.9,"large_shrub",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",2,5,1
"sp390","Bauhinia pulchella","Fabaceae","Bauhinia","Bauhinia pulchella","species","Arbusto|Árvore",NA,"Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Estacional Decidual",390,"native","tree","Woody tree (Shrub or treelet)",10.9,"large_shrub",0.599,"unknown",0.196853100884573,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp391","Bauhinia rufa","Fabaceae","Bauhinia","Bauhinia rufa","species","Arbusto|Árvore|Subarbusto",NA,"Campo rupestre|Cerrado (lato sensu)",391,"native","tree","Woody tree (Tree or shrub)",10.22,"small_tree",0.73,"early_secondary",0.512820512820513,"autochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp392","Bauhinia subclavata","Fabaceae","Bauhinia","Bauhinia subclavata","species","Arbusto",NA,"Carrasco|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual",392,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.715454545454545,"unknown",0.196853100884573,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp393","Bauhinia ungulata","Fabaceae","Bauhinia","Bauhinia ungulata","species","Arbusto|Árvore|Subarbusto",NA,"Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",393,"native","tree","Woody tree (Tree or shrub)",23,"large_tree",0.94,"early_secondary",0.237301304347826,"autochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",4,12.5,0.25
"sp394","Bauhinia uruguayensis","Fabaceae","Bauhinia","Bauhinia uruguayensis","species","Árvore",NA,"Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)",394,"native","tree","Woody tree (Tree or shrub)",8,"small_tree",0.94,"pioneer",0.434782608695652,"autochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",NA,NA,NA
"sp395","Beilschmiedia angustifolia","Lauraceae","Beilschmiedia","Beilschmiedia angustifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",395,"native","tree","Woody tree (Tree)",9.549,"small_tree",0.61,"unknown",10.2112666666667,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp396","Beilschmiedia emarginata","Lauraceae","Beilschmiedia","Beilschmiedia emarginata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",396,"native","tree","Woody tree (Tree)",31,"large_tree",0.61,"late_secondary",16.6666666666667,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",10,15,0.5
"sp397","Beilschmiedia fluminensis","Lauraceae","Beilschmiedia","Beilschmiedia fluminensis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",397,"native","tree","Woody tree (Tree)",15,"large_tree",0.61,"unknown",10.2112666666667,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp398","Beilschmiedia linharensis","Lauraceae","Beilschmiedia","Beilschmiedia linharensis","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",398,"native","tree","Woody tree (Tree)",26.7,"large_tree",0.61,"late_secondary",10.2112666666667,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",3,15,0.333333333333333
"sp399","Beilschmiedia rigida","Lauraceae","Beilschmiedia","Beilschmiedia rigida","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",399,"native","tree","Woody tree (Tree)",12,"small_tree",0.61,"unknown",10.2112666666667,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp400","Beilschmiedia stricta","Lauraceae","Beilschmiedia","Beilschmiedia stricta","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",400,"native","tree","Woody tree (Tree)",22.2,"large_tree",0.61,"unknown",10.2112666666667,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp401","Beilschmiedia taubertiana","Lauraceae","Beilschmiedia","Beilschmiedia taubertiana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",401,"native","tree","Woody tree (Tree)",13.539,"small_tree",0.61,"unknown",10.2112666666667,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp402","Beilschmiedia vestita","Lauraceae","Beilschmiedia","Beilschmiedia vestita","species","Árvore","Terrícola","Floresta Estacional Semidecidual",402,"native","tree","Woody tree (Tree)",20,"large_tree",0.61,"unknown",10.2112666666667,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp403","Berberis campos-portoi","Berberidaceae","Berberis","Berberis campos-portoi","species","Arbusto","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)",403,"native","shrub","Woody tree (Shrub or treelet)",3.45,"large_shrub",0.593,"pioneer",0.012212168,"zoochoric","pioneer_large_shrub",10,5,1,"0.99-1.1",NA,NA,NA
"sp404","Berberis laurina","Berberidaceae","Berberis","Berberis laurina","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",404,"native","shrub","Woody tree (Shrub or treelet)",3.85,"large_shrub",0.593,"pioneer",0.012212168,"zoochoric","pioneer_large_shrub",10,5,1,"0.99-1.1",NA,NA,NA
"sp405","Bernardia pulchella","Euphorbiaceae","Bernardia","Bernardia pulchella","species","Arbusto","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",405,"native","tree","Woody tree (Tree or shrub)",5.6,"small_tree",0.497855754192913,"early_secondary",0.064320381,"autochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp406","Bernardia sidoides","Euphorbiaceae","Bernardia","Bernardia sidoides","species","Erva","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Decidual|Vegetação Sobre Afloramentos Rochosos",406,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.497855754192913,"unknown",0.064320381,NA,"unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp407","Bernardia tamanduana","Euphorbiaceae","Bernardia","Bernardia tamanduana","species","Árvore|Subarbusto","Terrícola","Caatinga (stricto sensu)|Carrasco|Floresta Estacional Decidual|Floresta Estacional Semidecidual",407,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.497855754192913,"unknown",0.064320381,"autochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp408","Bernardinia fluminensis","Connaraceae","Bernardinia","Bernardinia fluminensis","species","Arbusto|Árvore|Liana/volúvel/trepadeira",NA,"Floresta Estacional Semidecidual",408,"native","tree","Woody tree (Lianescent)",10.774,"small_tree",0.59,"unknown",NA,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp409","Bixa arborea","Bixaceae","Bixa","Bixa arborea","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",409,"native","tree","Woody tree (Tree)",26.5,"large_tree",0.351166666666667,"pioneer",0.0166666666666667,"zoochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp410","Bixa orellana","Bixaceae","Bixa","Bixa orellana","species","Arbusto|Árvore","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Savana Amazônica",410,"native","tree","Woody tree (Tree)",15,"large_tree",0.39,"pioneer",0.025,"zoochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp411","Blakea brasiliensis","Melastomataceae","Blakea","Blakea brasiliensis","species",NA,NA,NA,411,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.684269631913793,"unknown",NA,NA,"unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp412","Blanchetiodendron blanchetii","Fabaceae","Blanchetiodendron","Blanchetiodendron blanchetii","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual",412,"native","tree","Woody tree (Tree)",19.9,"large_tree",0.689650309577778,"unknown",NA,"anemochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp413","Blepharocalyx eggersii","Myrtaceae","Blepharocalyx","Blepharocalyx eggersii","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Restinga",413,"native","tree","Woody tree (Tree)",22.7,"large_tree",0.726,"late_secondary",0.0254814858145657,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",1,15,1
"sp414","Blepharocalyx myriophyllus","Myrtaceae","Blepharocalyx","Blepharocalyx myriophyllus","species","Arbusto","Rupícola|Terrícola","Campo rupestre",414,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.7265,"late_secondary",0.0254814858145657,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp415","Blepharocalyx salicifolius","Myrtaceae","Blepharocalyx","Blepharocalyx salicifolius","species","Arbusto|Árvore","Terrícola","Área Antrópica|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",415,"native","tree","Woody tree (Tree)",20,"large_tree",0.726545454545454,"late_secondary",0.0254814858145657,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",57,15,0.263157894736842
"sp416","Bocagea longepedunculata","Annonaceae","Bocagea","Bocagea longepedunculata","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",416,"native","tree","Woody tree (Tree)",6.17,"small_tree",0.556884587507853,"unknown",NA,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp417","Bocagea viridis","Annonaceae","Bocagea","Bocagea viridis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",417,"native","tree","Woody tree (Tree)",6,"small_tree",0.556884587507853,"unknown",NA,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp418","Boehmeria caudata","Urticaceae","Boehmeria","Boehmeria caudata","species","Arbusto|Subarbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",418,"native","tree","Woody tree (Tree or shrub)",8.4,"small_tree",0.364,"pioneer",9.65333333333333e-05,"zoochoric","pioneer_small_tree",20,7,0.6125,"0.4731-0.7518",16,7,0.9375
"sp419","Boehmeria pavonii","Urticaceae","Boehmeria","Boehmeria pavonii","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",419,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.364,"unknown",9.65333333333333e-05,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp420","Boehmeria ramiflora","Urticaceae","Boehmeria","Boehmeria ramiflora","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",420,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.364,"unknown",9.65333333333333e-05,NA,"unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp421","Boehmeria ulmifolia","Urticaceae","Boehmeria","Boehmeria ulmifolia","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",421,"native","shrub","Woody tree (Tree or shrub)",5.7,"small_tree",0.364,"unknown",9.65333333333333e-05,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp422","Bonnetia stricta","Bonnetiaceae","Bonnetia","Bonnetia stricta","species","Arbusto","Rupícola|Terrícola","Campo rupestre|Restinga",422,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.89,"early_secondary",0.001,"autochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp423","Bougainvillea glabra","Nyctaginaceae","Bougainvillea","Bougainvillea glabra","species","Arbusto|Árvore|Liana/volúvel/trepadeira","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",423,"native","tree","Woody tree (Lianescent)",20.3,"large_tree",0.45,"early_secondary",0.0905975398758813,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",21,12.5,0.761904761904762
"sp424","Bougainvillea praecox","Nyctaginaceae","Bougainvillea","Bougainvillea praecox","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria",424,"native","tree","Woody tree (Lianescent)",10,"small_tree",0.56,"early_secondary",0.0185185185185185,"anemochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp425","Bougainvillea spectabilis","Nyctaginaceae","Bougainvillea","Bougainvillea spectabilis","species","Árvore|Liana/volúvel/trepadeira","Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",425,"native","tree","Woody tree (Tree)",11.8,"small_tree",0.505,"late_secondary",0.0185185185185185,"anemochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp426","Bowdichia virgilioides","Fabaceae","Bowdichia","Bowdichia virgilioides","species","Arbusto|Árvore","Terrícola","Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Perenifólia|Floresta Estacional Semidecidual|Restinga",426,"native","tree","Woody tree (Tree)",18,"large_tree",0.888,"early_secondary",0.0264127058734484,"anemochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",1,12.5,0
"sp427","Brasilicereus phaeacanthus","Cactaceae","Brasilicereus","Brasilicereus phaeacanthus","species","Arbusto|Suculenta","Rupícola|Terrícola","Caatinga (stricto sensu)|Carrasco|Floresta Estacional Semidecidual|Vegetação Sobre Afloramentos Rochosos",427,"native","shrub","Succulent treelet",5,"small_tree",0.3,"unknown",NA,NA,"unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
