family,scientific.name,life.form,status,number of records,vouchers
Melastomataceae,Mouriri cearensis Huber,tree,probable occurrence in the AF,36,"Araujo, D.S.D., 499 (RB 164897, RB 240681); Berg, C.C., BG-615 (US 2892362); Drouet, F.E., 2356 (MG 028831, MO 3260016, NY 926224, US 1673770); Ducke, A., 2180 (NY 926222, RB 66662); Froes, R.L., 11527 (NY 926226); Froes, R.L., 21574 (K 968877, NY 926223); Henderson, 615 (MG 059189); Henderson, s.n. (MG 59189); Heriques, R., 29910 (K 968878); Secco, R., 259 (K 968881, MO 3311079, NY 1290281, RB 544445)"
Melastomataceae,Mouriri gardneri Triana,tree,probable occurrence in the AF,18,"Fernandes, A., s.n. (EAC 10696); Fernandes, A., s.n. (UPCB 91315); Gardner G., 4154 (BR 5221516); Gardner, G., 2836 (NY 229549); Gardner, G., 2863 (E 285683, NY 229551); Gardner, G., 2863 (G 328328); Gardner, G., 4154 (BM 1008158, BM 1008159); Gardner, G., 4154 (F 44366); Gardner, G., 4154 (K 329658); Gardner, G., 4154 (NY 229550); Gardner, G., 4154 (NY 229552); Gardner, G., s.n. (G 259747/1); Gardner, G., s.n. (P 1168038); Harley, R.M., 21306 (CEPEC 26229, E 47016.000, IPA 32564, NY 522658, RB 379833, US 2918202); Hatschbach, G., 32097 (CAS 542270, FLOR 7386, INPA 126773, MBM 27570, MO 3299055, NY 939713, US 2964965); Irwin, H.S., 14513 (MO 3259577, NY 522659, RB 170291, SP 103522, US 2504526); Anonymous, 32097 (MG 107232); Souza, R., 14513 (K 968741)"
Melastomataceae,Tibouchinopsis mirabilis Brade & Markgr.,tree,probable occurrence in the AF,13,"Almeda, F., 5670 (UEC 171179); Almeda, F., 8240 (CAS 557801); Carneiro, D.S., 51 (HUEFS 35127, RB 246971, RB 353123); Hage, J.L., 2333 (MBM 269914, RB 415623); Hage, J.L., 2341 (MBM 269915); Harley, R.M., 22870 (UEC 35953); Hatschbach, G., 39683 (MBM 56270); Hatschbach, G., 44242 (INPA 109946, MBM 71513, MO 3402538, NY 558263, RB 243902, SPF 43283, UB 134667, UEC 51175, UPCB 11746, US 2900584, USF 171445); Melo, E., 9656 (HUEFS 174038); Pereira, E., 10129 (MBM 27646); Pereira, E., 2143 (HB 13150, HB 3466, RB 96004, US 2438330); Romero, R., 5693 (CAS 557375, UEC 171197); Santos, T.S., 19252 (K 973053)"
Metteniusaceae,Emmotum affine Miers,tree,no records found but cited in BF.2020,83,"Andrade-Lima, 41 (IPA 22235, MBM 99076); Carneiro, E.M., 132 (ASE 1590, HUESB 11156); Duarte, A.P., 8051 (NY 626143, PACA 67151, RB 124384); Farney, C., 4606 (MBM 405056, MO 100880565); J.S., 170 (INPA 105337); Pickel, B., 3125 (IPA 4262); Rocha, E.A., 1366 (CEPEC 118484); Sello, s.n. (K 580523)"
Moraceae,Brosimum acutifolium Huber,tree,probable occurrence in the AF,111,"Ducke, A., 12514 (MO 3076663); Ducke, A., 19477 (B 100248690, G 438014, NY 25219, S 7-9274, US 1442348); Ducke, A., JB23623 (INPA 14954); Ducke, A., s.n. (G 286563/1); Ducke, A., s.n. (G 286572/1); Ducke, A., s.n. (MG 202677); Ducke, A., s.n. (MG 202678); Ducke, A., s.n. (P 89312); Ducke, A., s.n. (RB 12514); Ducke, A., s.n. (RB 19477); Ducke, A., s.n. (SP 468483); Ducke, W.A., 23623 (B 100248694, G 438012, K 512038, R 24140, S 702, US 1518229); Ducke, W.A., 23624 (R 24139, S 3-2236, US 1516520); Ducke, W.A., RB-19477 (R 24138); Ducke, W.A., s.n. (NY 1546314); Ducke, W.A., s.n. (NY 1546316); Ducke, W.A., s.n. (NY 25209); Goeldi, A., 8231 (BM 564320, G 438015, RB 12515); Goeldi, A., s.n. (F 64323); Goeldi, E., s.n. (G 286581/1); Goeldi, E.A., s.n. (MG 008231); Goeldi, E.A., s.n. (MG 8231); Irwin, H.S., s.n. (MG 26289); Irwin, H.S., s.n. (MG 26291); Krukoff, B.A., 5378 (F 64327F, F 64328F, G 438013, K 512039, MO 1790240, NY 25216, S 732); Krukoff, B.A., 5378 (US 1662115); Krukoff, B.A., 5645 (K 912987, MO 1790236, NY 865268, US 1662938); Krukoff, B.A., s.n. (G 286566/1); Moreira, L.P., s.n. (INPA 215951); Stropp, J., s.n. (EAFM 1813)"
Moraceae,Ficus bonijesulapensis R.M.Castro,tree,probable occurrence in the AF,20,"Castro, R.M., 1185 (HUEFS 96433); Castro, R.M., 1196 (HUEFS 96444); Correia, C., 504 (ESA 116130, HUEFS 161218, UEC 159199); Dambros, L.A., 404 (HUEFS 177538); Ferreira, M.C., 1255 (ALCB 78242, HUEFS 172392, HUEFS 66071, SPF 179661); Franca, F., 3521 (CEPEC 97180, HUEFS 54546); Franca, F., 3778 (HUEFS 59218); Harley, R.M., 21392 (CEPEC 25845); Jesus Junior, L.A., 17 (SPF 161240); Junior Junior, L.A., 17 (CEPEC 101249); Paixao, J.L., 1551 (R 212811); Pereira-Silva, G., 8112 (HUEFS 172415, RB 532145); Pereira, B.A.S., 3656 (HUEFS 177565); Queiroz, L.P., 16074 (RB 1181678); Queiroz, L.P., 5812 (CEPEC 100204, HUEFS 43559); Rapini, A., 1476 (HUEFS 139705); Santos, R.M., 1780 (HUEFS 122717, MO 3457884, RB 549713); Sevilha, A.C., 3631 (CEN 60787, RB 511960); Souza, P.P., 320 (VIC 36134); Trindade, O.S.N., 14 (HUESB 2784)"
Moraceae,Ficus diamantina A.F.P.Machado & L.P.Queiroz,tree,probable occurrence in the AF,1,"Saavedra, M.M., 969 (HUEFS 172191)"
Moraceae,Ficus paraensis (Miq.) Miq.,tree,probable occurrence in the AF,393,"Berg, C.C., s.n. (R 178249); Cuatrecasas, J., 11265 (COL 4065, F 64494F, US 1799917); Cuatrecasas, J., 16856 (COL 25608, F 64492F, MO 1220790); Fanshawe, D.B., 2435 (F 64423F, US 1901941); Guiana, F.D.B., F2435 (NY 25304); Haught, O., 3438 (COL 26802, NY 25359); Haught, O.L., 1466 (BM 993295, F 64455F, US 1662532); Krukoff, B.A., 5055 (BM 993305, F 64515F, G 222734, K 442925, MO 1790150, NY 25342, S 2335, US 1662037); Krukoff, B.A., s.n. (G 215518/1); Lleras, E., s.n. (R 178237); Lobato, L.C.B., s.n. (R 216191); Loizeau, P.A., 934 (MBM 184389); Maas, P.J.M., s.n. (R 171473); Maciel, U.N., s.n. (R 216192); Martius, C., s.n. (MO 100450271); Parker, s.n. (K 442921); Parker, W., s.n. (MO 100450274); Pittier, H.F., 3908 (US 678988); Prance, G.T., s.n. (R 119386); Prance, G.T., s.n. (R 124821); Prance, G.T., s.n. (R 125821); Prance, G.T., s.n. (R 178242); Prance, G.T., s.n. (R 178243); Prance, G.T., s.n. (R 178248); Rosa, N.A., s.n. (R 216193); Sagot P.-A., 1165 (BR 5303809); Sagot, P.A., s.n. (G 289689/1); Williams, L., 15622 (US 1833662); Williams, Ll., s.n. (G 215504/1); Williams, R.S., 413 (MO 1431892, MO 1852021)"
Moraceae,Sorocea saxicola Hassl.,tree,no records found but cited in BF.2020,4,"Correa, M.N., s.n. (SI 162371); Hatschbach, G., 76350 (HUCS 29953); Occhioni, P., 8222 (MBM 57421); Pedersen, T.M., 9839 (MBM 28132)"
Myristicaceae,Virola subsessilis (Benth.) Warb.,shrub,probable occurrence in the AF,56,"Anderson, W.R., 36843 (MBM 81518); Aparecida da Silva, M., 3513 (RB 492051, UEC 95958, UPCB 39452, US 3375053); Balick, M.J., 1333 (MG 084863); Fernandez, A., 7248 (INPA 92357); Gardner, G., 2775 (B 1967); Gardner, G., 2775 (BM 993846, F 360377F, F 360378F); Gardner, G., 2775 (E 373434); Gardner, G., 2775 (G 341104); Gardner, G., 2775 (G 341107); Gardner, G., s.n. (P 631981); Gardner, G., s.n. (P 631982); Gardner, G., s.n. (P 631983); Irwin, H.S., 21508 (MO 100702328, RB 233962, UB 34137); Pires, J.M., 16156 (RB 233931); Pires, J.M., 16332 (NY 533368); Pires, M.J.P., 16156 (HAMAB 3196, INPA 127604, IPA 44447, MG 063088, MO 100699512, NY 894116, RB 233931); Prance, G.T., 58503 (NY 533391); Prance, G.T., 58503 (RB 233951); Santos, E.R., 1735 (HUTO 1753, UPCB 64131); Santos, E.R., 968 (HUTO 839, UPCB 64134); Simon, M.F., 3419 (CEN 108839, HUTO 7680, RB 1414226)"
Myrtaceae,Calyptranthes blanchetiana O.Berg,tree,no records found but cited in BF.2020,6,"Blanchet, 3114 (HUEFS 87799); Blanchet, 3114 (HUEFS 87800); Blanchet, J.S., s.n. (G 237240/1); Blanchet, J.S., s.n. (G 301856); Blanchet, J.S., s.n. (P 723226); Blanchet, J.S., s.n. (W 0048329)"
Myrtaceae,Campomanesia lineatifolia Ruiz & Pav.,tree,no records found but cited in BF.2020,60,"Barbosa, J., s.n. (MBM 410640); Barbosa, J., s.n. (RB 668246); Barroso, G.M., 24 (RB 183773); Bonpland, A.J.A., 1822 (F 64898); Bonpland, A.J.A., s.n. (P 679484); Bonpland, A.J.A., s.n. (P 679485); Clement, C., IPA-28953 (IPA 28953); Clement, C.R., s.n. (INPA 81418); Anonymous, s.n. (HUEFS 87723); Dombey, J., s.n. (UM 11718); Ducke, A., s.n. (RB 21673); Ducke, W.A., s.n. (NY 1418855); H. Ruiz L., s.n. (F 40008); H. Ruiz L., s.n. (F 40009); Kinupp, V.F., 4854 (EAFM 10492); Lima, H.S., 632 (UB 96555); Martius, C.F.P., s.n. (G 208984/1); Martius, C.F.P., s.n. (G 227614); Martius, s.n. (K 277232); Medeiros, A., s.n. (RB 483148); Obermuller, F., 127 (RB 537543); Pavon, J.A., s.n. (BM 796883); Pavon, J.A., s.n. (BM 796884); Pinto, I.C.P., 13 (EAFM 6296); Pinto, I.C.P., 22 (EAFM 6305); Pott, V.J., 740 (CGMS 37639); Ramos, J.F., 3019 (INPA 246823); Ruiz Lopez, H., s.n. (G 208999/1); Ruiz, s.n. (BR 5303786); Anonymous, s.n. (MA 1-00277225)"
Myrtaceae,Eugenia angelyana Mattos,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Eugenia cavalcanteana Mattos,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Eugenia coaetanea O.Berg,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Eugenia crenata Vell.,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Eugenia megaflora Govaerts,tree,probable occurrence in the AF,26,"Bridgewater, S., 1074 (UB 117640); Bucci, F.F.B., 1606 (UB 117633); Cardoso, E., 2333 (CEN 41175, K 1019116, K 1019117, UB 139493); Dorr, L.J., 8510 (MO 3187818, US 3392116); Fernandes, A., Herb10880 (UB 179303); Fernandes, A., s.n. (ICN 110371); Haidar, R.F., 1483 (UB 165912); Haidar, R.F., 1484 (UB 165913); Haidar, R.F., 1570 (UB 165970); Julian A.S., s.n. (BAH 4889); Mendes, M.R.A., 504 (ICN 124742, UB 208575); Pereira-Silva, G., 12363 (CEN 67943); Pereira-Silva, G., 5660 (CEN 43946, HUEFS 82586); Pohl J.B.E., s.n. (BR 5281206); Pohl, J.B.E., s.n. (MSB 243171/ 738339 / 383698); Prata, A.P., 2021 (ASE 18322); Ratter, J.A., 7959 (UB 117652, UFG 25241); Ratter, J.A., s.n. (ESAL 16023); Santos, E.C., 17 (MBM 320975); Santos, E.R., 190 (HUTO 225, UB 144771); Sevilha, A.C., 2003 (CEN 59703); Sevilha, A.C., 2020 (CEN 59720); Sevilha, A.C., 2024 (CEN 59724); Steyermark, J.A., 126824 (K 1002896, K 1002897, MBM 89890, MG 093891, MO 3187723); Walter, B.M.T., 3477 (CEN 31655, SP 332605, UB 117608); Walter, B.M.T., 3584 (CEN 31751, SP 347962, UB 117129)"
Myrtaceae,Eugenia membranifolia Nied.,tree,no records found but cited in BF.2020,6,"Faria, J.E.Q., 2985 (HUFSJ 6601); Faria, J.E.Q., 2991 (HUFSJ 6604); Faria, J.E.Q., 2992 (HUFSJ 6605); Gaudichaud-Beaupre, C., 762 (F 65669); Gaudichaud, C., s.n. (P 5157048); Gaudichaud, C., s.n. (P 5157049)"
Myrtaceae,Eugenia neoformosa Sobral,tree,no records found but cited in BF.2020,8,"Hatschbach, G.M., 49769 (BHCB 61546); Heringer, E.P., 5787 (UB 169192); Ligia, 994 (RB 373895); Saint-Hilaire, A., s.n. (F 65172); Saint-Hilaire, A., s.n. (P 723735); Saint-Hilaire, A., s.n. (P 723736); Saint-Hilaire, A., s.n. (P 723737); Anonymous, s.n. (HUEFS 87575)"
Myrtaceae,Eugenia paranahybensis O.Berg,shrub?,probable occurrence in the AF,43,"Arantes, A.A., 317 (ESA 137008); Arantes, A.A., 317 (HUFU 17336, ICN 121213, K 1018088, SP 312121); Fonseca, M.L., 646 (RB 306813, UB 117506); Jardim, A., 3651 (MO 1153580, SP 337761); Melo, E., 145 (HUEG 4434); Pereira-Silva, G., 5530 (CEN 43818); Philcox, D., 3660 (UB 117504); Proenca, C.E.B., 1512 (ASU 34152, K 1018131, NY 907593, UB 6793); Riedel, 487 (HUEFS 87428); Riedel, L., 2457 (G 223874); Riedel, L., s.n. (F 65258); Riedel, L., s.n. (G 218789/1); Riedel, L., s.n. (P 1902641); Riedel, L., s.n. (P 1902642); Saldias, M., 2851 (SP 337756); Staggemeier, V.G., 415 (K 812636); Wood, J.R.I., 25124 (K 565501); Zanatta, M.R.V., 807 (UB 188808)"
Myrtaceae,Eugenia pipensis A.R.Lourenco & B.S.Amorim,tree,no records found but cited in BF.2020,2,"Jardim, J.G., 5973 (HUFSJ 8910); Silveira, A., 949 (HUFSJ 10435)"
Myrtaceae,Eugenia sessilifolia DC.,tree,probable occurrence in the AF,7,"Blanchet, s.n. (P 5232612); Blanchet, s.n. (P 5232617); Martius, C.F.P., s.n. (M -171109); Martius, C.F.P., s.n. (M -171110); Martius, C.F.P., s.n. (MSB 171109/ 526786 / 211200); Martius, C.F.P., s.n. (MSB 171110/ 526787 / 211201); Mori, S.A., 11839 (NY 1017265)"
Myrtaceae,Eugenia vernicosa O.Berg,tree,no records found but cited in BF.2020,6,"Carvalho, A., 107 (UB 169834); Costa, J.M., 241 (UB 142934); Emygdio, L., s.n. (RB 310003); Irwin, H.S., 14814 (NY 886395); Las-Casas, F.M.G., PL31 (UFP 63084); Muniz, F.H., 98 (RB 306972)"
Myrtaceae,Marlierea schottii D.Legrand,tree,no records found but cited in BF.2020,1,"Schott, H.W., s.n. (F 93412)"
Myrtaceae,Myrceugenia bocaiuvensis Mattos,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Myrcia abrantea (O.Berg) E.Lucas & Sobral,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Myrcia almasensis NicLugh.,shrub,probable occurrence in the AF,19,"Azevedo-Goncalves, C.F, 1155 (HUEFS 203074); Faria, J.E.Q., 1902 (HUEFS 222232, RB 1130780, UB 170957); Faria, J.E.Q., 1908 (HUEFS 222233, UB 170963); Ganev, W., 1253 (CEPEC 85982, HUEFS 12317, K 1816, SPF 86937); Ganev, W., 1489 (ASU 51758, CEPEC 85998, HUEFS 12553, K 1813, SPF 87789); Ganev, W., 1597 (CEPEC 86012, HUEFS 12661, K 1814, RB 312192, SPF 89061); Ganev, W., 1665 (CEPEC 85999, HUEFS 12930, K 1815, SPF 88625, UB 131473); Ganev, W., 1667 (CEPEC 85897, HUEFS 12932, K 1812, SPF 88623, UB 131472); Ganev, W., 2290 (HUEFS 15829, K 1819, SPF 111996, UB 131474); Ganev, W., 3522 (BHCB 102467, HUEFS 18267, IAC 43991, K 1817, SPF 120081); Harley, R.M., 0 (CEPEC 85984); Harley, R.M., 25778 (ASU 19286, CEPEC 48117, K 332035, K 332041, MBM 167608, NY 616650, SP 269281, SPF 79029, UB 96329); Harley, R.M., 50758 (MBM 254537); Harley, R.M., H-50758 (ASU 51759, RB 312209); Harley, R.M., H50758 (HUEFS 49574, K 1818, SPF 90414); Mori, S.A., 12390 (CEPEC 17095, K 331582, NY 1015072, RB 312222); Nascimento, F.H.F., 275 (BRBA 2724, HUEFS 44098, HUFSJ 5421, ICN 124567); Queiroz, L.P, PCD3999 (HUEFS 26078, K 331802, SPF 121665); Queiroz, L.P., 3999 (CEPEC 76469)"
Myrtaceae,Myrcia apiocarpa (O.Berg) N.Silveira,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Myrcia ascendens M.F.Santos,tree,probable occurrence in the AF,6,"Lewis, G.P., 7074 (RB 1085891); Lewis, G.P., CFCR7074 (SPF 36874); Lewis, G.P., s.n. (ALCB 126697); Lewis, G.P., s.n. (NY 3090989); Santos, M.F., 829 (SPF 214482); Santos, M.F., 830 (RB 981850)"
Myrtaceae,Myrcia longipaniculata Caliari & V.C. Souza,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Myrcia minutiflora Sagot,tree,probable occurrence in the AF,88,"Melinon, E.M., s.n. (P 163092); Melinon, E.M., s.n. (P 163093); Melinon, E.M., s.n. (P 163094); Melinon, E.M., s.n. (P 163095); Melinon, M., 18 (F 65529); Melinon, M., 18 (HUEFS 86879); Melinon, M., s.n. (NY 405453); Melinon, M., s.n. (US 1341463)"
Myrtaceae,Myrcia panicularis (O.Berg) N.Silveira,tree,no records found but cited in BF.2020,1,NA
Myrtaceae,Myrcia pinifolia Cambess.,shrub,probable occurrence in the AF,69,"Anderson, W.R., 36523 (NY 906410); Mello-Silva, R., 1713 (HUFU 24181, K 331631, SPF 138442); Mendonca, R.C., 1046 (RB 284414, RB 388713); Queiroz, L.P, 15057 (HUEFS 165439); Saint-Hilaire, A., 882 (HUEFS 86838); Saint-Hilaire, A., C1-882-bis (P 161381, P 161382, P 161383, P 161385); Saint-Hilaire, A., s.n. (F 65546); Saint-Hilaire, A., s.n. (UM 10956); Silva, M.A., 5803 (UB 101999, UFG 30048); Silva, S.P.C., 171 (CEN 19750); Souza, V.C., 40986 (ESA 140126)"
Myrtaceae,Myrcia rubiginosa Cambess.,tree,no records found but cited in BF.2020,13,"Manae, s.n. (K 262402); Manae, s.n. (K 262403); Miers, J., 4435 (K 262401); Saint-Hilaire, A., 670 (P 161369); Saint-Hilaire, A., 670 (P 161370); Saint-Hilaire, A., 670 (P 161371); Saint-Hilaire, A., s.n. (F 65563); Saint-Hilaire, A., s.n. (UM 10964); Sellow F., s.n. (BR 5238545); Sellow, F., 273463 (K 262404); Sellow, F., s.n. (P 161138); Sellow, F., s.n. (P 161139); Sellow, F., s.n. (W 0037074)"
Myrtaceae,Plinia coronata (Mattos) Mattos,tree,no records found but cited in BF.2020,5,"Lacerda, M., 1010 (HPL 11461); Lorenzi, H., 6187 (HPL 6489); Lorenzi, H., 6189 (HPL 6487); Matias, J., s.n. (HUEFS 86629); Tsuji, R., 2077 (HPL 9367)"
Myrtaceae,Plinia espinhacensis Sobral,tree,probable occurrence in the AF,7,"Faria, J.E.Q., 6379 (ALCB 129030, HDJF 4328); Faria, J.E.Q., 6421 (ALCB 129022, HDJF 4367); Faria, J.E.Q., 6454 (HDJF 4400, RB 727767); Faria, J.E.Q., 6568 (ALCB 129025, HDJF 4514, HEPH 32441); Mota. R.C., 3151 (HUFSJ 2730); Viana, P.L., 2403 (BHCB 102134); Viana, P.L., 3747 (HUFSJ 1444)"
Myrtaceae,Psidium ganevii Landrum & Funch,shrub,probable occurrence in the AF,28,"Class, M., 89 (HUEFS 158673); Franca, F., 2767 (ASU 7302, CESJ 62126, HUEFS 37424); Franca, F., 2834 (ASU 57322, ASU 7301, HUEFS 37492); Franca, F., 4004 (HUEFS 68813); Ganev, W., 1518 (SPF 86814); Guedes, M.L., 20488 (RB 608001); Irwin, H.S., 30790 (NY 1104781); Melo, E., 5219 (HUEFS 128399); Melo, E., 5611 (HUEFS 137347); Melo, E., 6022 (HUEFS 144398); Mendes, M.S., 534 (BHCB 128071, HUEFS 140775); Miranda, E.B., 447 (ASU 7300, HUEFS 45235); Miranda, E.B., 90 (ASU 7299, HUEFS 35764); Moura, E.O., 514 (HUFSJ 8903); Nascimento, L.M., 220 (CEPEC 89961, IPA 59845, JPB 27773, PEUFR 35925, RB 369112); Nascimento, L.M., 335 (CEPEC 89402, CEPEC 89962, HUEFS 56934, IPA 59842, JPB 27772, PEUFR 35923, RB 369115, RB 420206, SP 355054); Oliveira, A.C.P., 901 (HUFSJ 8904); Queiroz, L.P, 7096 (HUEFS 60616); Sevilha, A.C., 6747 (CEN 103695); Silva, A.G., 245 (CEPEC 89401, IPA 59795, JPB 27771, PEUFR 35922, RB 369110); Silva, A.M., 55 (CEPEC 89416, CEPEC 89960, IPA 59846, JPB 27775, PEUFR 35919, RB 369111); Stadnik, A., 216 (ALCB 128199, HUEFS 230956); Stadnik, A., 319 (HUEFS 231037); Stannard, B., 51603 (RB 433006, RB 435729, VIES 24602); Stannard, B., H-51603 (ASU 7305); Stannard, B., H51603 (HUEFS 49601, K 1769, SPF 92285); Stradmann, M.T.S., 1036-a (ALCB 67550); Stradmann, M.T.S., 1107 (ALCB 67584, MBM 307989)"
Myrtaceae,Psidium myrsinites DC.,tree,probable occurrence in the AF,281,"Alencar, M.E., 1189 (UB 96494, UEC 119072); Gardner, 1610 (IPA 41194); Gardner, G., 1610-pp (US 1066635); Gardner, G., 1610 (BM 796822); Gardner, G., 1610 (F 76384); Gardner, G., 1610 (F 76385); Gardner, G., s.n. (G 209643/1); Gardner, G., s.n. (G 227710); Gardner, G., s.n. (NY 1288049); Gomes, S.M., 273 (UB 9221); Hatschbach, G.G., 59014 (MBM 156358, MO 3402007, NY 917816); Jangoux, J., 1756 (SP 338076); Jesus, J.A., 1750 (RB 315925); Machado, J.W.B., 335 (RB 317137, UB 96515); Martius, C.F.P., s.n. (M -146869); Miranda, A.M., 4746 (HST 12667, TEPB 21211); Nobrega, M.G.G., 1409 (HEPH 16090); Pires, J.M., 13452 (UB 190713); Plowman, T.C., 8297 (MO 2697337, NY 1182467); Ratter, J.A., 4541 (UB 718, UEC 42352); Ratter, J.A., 6777 (K 275695); Sanaiotti, T.M., 239 (UB 96492); Silva, M.A., 4270 (RB 484759, UB 96675); Sobrinho Sobrinho, J.S., 165 (HST 1840, IPA 75086); Souza, V.C., 9942 (ESA 27225, LUSC 7994, SP 304757)"
Nyctaginaceae,Neea obovata Spruce ex Heimerl,tree,no records found but cited in BF.2020,71,"Araujo, F.S., 1057 (EAC 22675); Araujo, F.S., 1058 (EAC 22674); Araujo, F.S., 1104 (EAC 22919); Araujo, F.S., 766 (EAC 22672); Bezerra, M.I., s.n. (EAC 22913); Ducke, A., 9112 (RB 542355, RB 557183, RB 557184, RB 557185); Ducke, A., s.n. (MG 009112); Ducke, A., s.n. (MG 015836); Ducke, A., s.n. (MG 9112); F.S.de, Araujo, 1057 (UFRN 2236); F.S.de, Araujo, 766 (UFRN 2384); Gomes, M., s.n. (EAC 22910); Spruce, R. (no. ), s.n. (GOET 8286/ 759159 / 402567); Spruce, R., 3128 (B 3155, BR 5269600, MG 019381, S 5-7030, S 5-7031); Spruce, R., 3128 (BR 5280032, INPA 16821, S 13-8389, S 3738, US 602678); Spruce, R., 3128 (NY 342092); Spruce, R., 3128 (US 1706553); Spruce, R., s.n. (G 283515/1); Spruce, R., s.n. (G 283515/2); Spruce, R., s.n. (G 283516/2); Spruce, R., s.n. (G 283516/3); Spruce, R., s.n. (MG 19381); Spruce, R., s.n. (P 712661); Spruce, R., s.n. (P 712662); Spruce, R., s.n. (P 712663); Spruce, R., s.n. (P 712664); Spruce, R., s.n. (P 712665); Spruce, R., s.n. (UM 18942); Spruce, R., s.n. (UM 18943); Spruce, s.n. (GOET 4362)"
Nyctaginaceae,Pisonia zapallo Griseb.,tree,no records found but cited in BF.2020,28,"(no, )., s.n. (GOET 8292/ 759150 / 402558); Daly, D.C., 2250 (MO 3420828); Guimaraes, F.B., 1245 (FLOR 39620); Hieronymus, G., s.n. (GOET 8291/ 759151 / 402559); Hieronymus, G., s.n. (GOET 8293/ 759145 / 402553); Hieronymus, G.H.E.W., s.n. (B 100248349); Hunziker, J.H., 12889 (MO 2193036); Hunziker, J.H., s.n. (SI 126915); Krapovickas, A., 13616 (HAS 28072); Kuntze, O., s.n. (B 100248351); Kuntze, O., s.n. (MO 100182687); Lorentz, P.G., 245 (B 3130); Lorentz, P.G., 387 (K 572748); Lorentz, P.G., s.n. (B 100248350); Loureiro, R.L., 30 (RB 267491); Nee, M.H., 35620 (MO 1525379); Pott, A., 4919 (CPAP 6389); Regnell A., III1022 (BR 5269242); Regnell A., III1022 (BR 5280018); Regnell A., III1022 (BR 5289127); Resende, U.M., 515 (RB 420038); Scipioni, M.C., s.n. (HDCF 5823); Anonymous, s.n. (BA 42272); Anonymous, s.n. (GOET 8703); Silveira, M., s.n. (FUEL 7287); Verdi, M., s.n. (CRI 11622); Zuloaga, F.O., 6640 (MO 2426914); Zuloaga, F.O., s.n. (SI 5440)"
Ochnaceae,Ouratea crassifolia (Pohl) Engl.,shrub,probable occurrence in the AF,85,"Carvalho, M.G., 622 (UEC 76851); Chacon, R.G., 56 (CEN 64152); Coradin, L., 1168 (CEN 3907); Damasio, 8 (UFRN 2534); Duarte, A.P., 8328 (RB 123554, UEC 158565); Froes, R.L., 22996 (IAC 14406); Glaziou, A.F.M., 20803 (G 341189); Glaziou, A.F.M., 20803 (K 382110); Glaziou, A.F.M., s.n. (G 286880/1); Haase, R., 603 (MO 1876485); Haidar, R.F., 1108 (HEPH 25109, HPUC ANG2987); Hatmann, T., 93 (HEPH 29443); Irwin, H.S., 17818 (NY 2282299, UB 27372); Passos, B.C., 1166 (RB 187638); Pereira-Silva, G., 3443 (CEN 30127); Pereira, B.A.S., 3101 (RB 354785, UEC 85026); Pohl, J.B.E., s.n. (MSB 213118/ 634152 / 291257); Queiroz, L.P, 2114 (HUEFS 8547, K 1201753, MBM 152525, MBM 158723, UB 185529); Ramalho, F.B., 286 (RFA 17379); Ribeiro, A., 180 (MOSS 13553); Rizzo, J.A., 9952 (CEN 45299); Sevilha, A.C., 5942 (CEN 102704); Walter, B.M.T., 1720 (CEN 17441); Yamamoto, K., 14254 (UEC 32856)"
Ochnaceae,Ouratea glaucescens (A.St.-Hil.) Engl.,tree,probable occurrence in the AF,70,"Alvarenga, D., 1044 (RB 267964, UEC 98055); Blanchet J.S., 3140 (BR 5739493); Faria, J.E.Q., 1734 (HEPH 28514, UB 170889); Gardner G., 4108 (BR 5739813); Gardner, [4108] (BR 5739165); Haidar, R.F., 1419 (CEN 89441); Haidar, R.F., 976 (HEPH 25105, HPUC ANG2986); Harley, R.M., 16803 (K 1202131, SPF 48685); Hatschbach, G., 39069 (MBM 51887, NY 972573, UEC 154571); Saint-Hilaire, A., s.n. (UM 20004); Saint-Hilaire, A.F.C.P., s.n. (B 9677); Violatti, L.G., 53 (UEC 82234)"
