"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp568"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp569"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp570"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp571"
"2.1","Savanna - Dry","","Resident","Suitable","sp571"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp572"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp572"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp573"
"2.1","Savanna - Dry","","Resident","Suitable","sp573"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp574"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp574"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp575"
"2.1","Savanna - Dry","","Resident","Suitable","sp575"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp575"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp576"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp577"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp578"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp578"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp579"
"2.1","Savanna - Dry","","Resident","Suitable","sp579"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp580"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp580"
"2.1","Savanna - Dry","","Resident","Suitable","sp580"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp580"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp580"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp581"
"2.1","Savanna - Dry","","Resident","Suitable","sp581"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp581"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp582"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp582"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp583"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp584"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp585"
"2.1","Savanna - Dry","","Resident","Suitable","sp586"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp586"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp587"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp588"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp589"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp589"
"2.2","Savanna - Moist","","Resident","Suitable","sp589"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp589"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp589"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp590"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp591"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp591"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp592"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp592"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp593"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp594"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp595"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp596"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp597"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp598"
"2.1","Savanna - Dry","","Resident","Suitable","sp598"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp598"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp599"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp599"
"2.1","Savanna - Dry","","Resident","Suitable","sp599"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp600"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp601"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp601"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp602"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp602"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp603"
"2.1","Savanna - Dry","","Resident","Suitable","sp603"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp603"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp603"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp604"
"2.1","Savanna - Dry","","Resident","Suitable","sp604"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp604"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp604"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp605"
"2.1","Savanna - Dry","","Resident","Suitable","sp605"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp606"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp606"
"2.1","Savanna - Dry","","Resident","Suitable","sp606"
"2.2","Savanna - Moist","","Resident","Suitable","sp606"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp607"
"2.1","Savanna - Dry","","Resident","Suitable","sp607"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp607"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp607"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp608"
"2.1","Savanna - Dry","","Resident","Suitable","sp608"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp609"
"2.1","Savanna - Dry","","Resident","Suitable","sp609"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp610"
"2.1","Savanna - Dry","","Resident","Suitable","sp610"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp610"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp611"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp611"
"2.1","Savanna - Dry","","Resident","Suitable","sp611"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp612"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp612"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp613"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp613"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp613"
"2.1","Savanna - Dry","","Resident","Suitable","sp613"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp614"
"2.1","Savanna - Dry","","Resident","Suitable","sp614"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp615"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp615"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp615"
"2.1","Savanna - Dry","","Resident","Suitable","sp615"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp615"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp616"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp616"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp617"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp617"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp617"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp618"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp618"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp619"
"2.1","Savanna - Dry","","Resident","Suitable","sp619"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp619"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp620"
"2.1","Savanna - Dry","","Resident","Suitable","sp620"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp620"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp621"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp622"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp622"
"2.1","Savanna - Dry","","Resident","Suitable","sp622"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp623"
"2.1","Savanna - Dry","","Resident","Suitable","sp623"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp624"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp625"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp625"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp626"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp626"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp626"
"2.1","Savanna - Dry","","Resident","Suitable","sp626"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp626"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp627"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp627"
"2.1","Savanna - Dry","","Resident","Suitable","sp627"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp628"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp629"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp629"
"2.1","Savanna - Dry","","Resident","Suitable","sp629"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp630"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp631"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp631"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp632"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp632"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp633"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp633"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp634"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp634"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp635"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp635"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp636"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp637"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp638"
"2.1","Savanna - Dry","","Resident","Suitable","sp638"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp639"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp639"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp640"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp640"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp641"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp641"
"2.1","Savanna - Dry","","Resident","Suitable","sp641"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp641"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp641"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp642"
"2.1","Savanna - Dry","","Resident","Suitable","sp642"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp642"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp643"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp644"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp645"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp645"
"2.1","Savanna - Dry","","Resident","Suitable","sp645"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp646"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp646"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp646"
"2.1","Savanna - Dry","","Resident","Suitable","sp646"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp647"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp647"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp648"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp648"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp648"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp649"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp650"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp650"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp651"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp651"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp652"
"2.1","Savanna - Dry","","Resident","Suitable","sp652"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp653"
"2.1","Savanna - Dry","","Resident","Suitable","sp653"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp653"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp654"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp654"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp655"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp656"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp656"
"2.1","Savanna - Dry","","Resident","Suitable","sp656"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp656"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp656"
"2.1","Savanna - Dry","","Resident","Suitable","sp657"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp657"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp657"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp658"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp659"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp659"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp660"
"2.1","Savanna - Dry","","Resident","Suitable","sp660"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp660"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp661"
