"Threats.ThreatsSubfield.StressesSubfield.stress","Threats.ThreatsSubfield.StressesSubfield.stressdesc","Threats.ThreatsSubfield.ThreatsLookup","Threats.ThreatsSubfield.ThreatsName","Threats.ThreatsSubfield.ancestry","Threats.ThreatsSubfield.ias","Threats.ThreatsSubfield.internationalTrade","Threats.ThreatsSubfield.scope","Threats.ThreatsSubfield.severity","Threats.ThreatsSubfield.text","Threats.ThreatsSubfield.timing","Threats.ThreatsSubfield.virus","internal_taxon_id"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp542"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp542"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp542"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp542"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp543"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp543"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp543"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp543"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp543"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp544"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp544"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp544"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp544"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp544"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp545"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp545"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp545"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp545"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp545"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp546"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp546"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp546"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp546"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp546"
"2.2|2.3",NA,"5.2.1",NA,NA,NA,"No","Unknown","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp546"
"2.1|2.3",NA,"5.3.2",NA,NA,NA,"No","Majority (50-90%)","Rapid Declines",NA,"Past, Unlikely to Return",NA,"sp546"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp547"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp547"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp547"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp547"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp547"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp548"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp548"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp548"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp548"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp548"
"2.1|2.3",NA,"5.3.2",NA,NA,NA,"No","Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp548"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp549"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp549"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp549"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp549"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp549"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp550"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp550"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp550"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp550"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp550"
"2.1|2.3",NA,"5.3.2",NA,NA,NA,"No","Majority (50-90%)","Rapid Declines",NA,"Past, Unlikely to Return",NA,"sp550"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp551"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp551"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp551"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp551"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp551"
"2.2|2.3",NA,"5.2.1",NA,NA,NA,"No","Unknown","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp551"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp552"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp552"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp552"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp552"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp552"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp553"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp553"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp553"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp553"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp553"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp554"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp554"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp554"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp554"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp554"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp555"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp555"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp555"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp555"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp555"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp556"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp556"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp556"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp556"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp556"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp557"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp557"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp557"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp557"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp557"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp558"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp558"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp558"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp558"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp558"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp559"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp559"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp559"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp559"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp559"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp560"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp560"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp560"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp560"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp560"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp561"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp561"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp561"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp561"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp561"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp562"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp562"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp562"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp562"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp562"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp563"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp563"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp563"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp563"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp563"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp564"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp564"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp564"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp564"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp564"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp565"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp565"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp565"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp565"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp565"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp566"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp566"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp566"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp566"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp566"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp567"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp567"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp567"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp567"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp567"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp568"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp568"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp568"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp568"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp568"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp569"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp569"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp569"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp569"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp569"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp570"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp570"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp570"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp570"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp570"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp571"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp571"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp571"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp571"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp571"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp572"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp572"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp572"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp572"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp572"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp573"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp573"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp573"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp573"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp573"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp574"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp574"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp574"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp574"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp574"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp575"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp575"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp575"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp575"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp575"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp576"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp576"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp576"
