"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
3.5,NA,NA,"resident","Suitable","sp1502"
4.7,NA,NA,"resident","Suitable","sp1502"
2.1,NA,NA,"resident","Suitable","sp1503"
NA,NA,NA,"resident","Suitable","sp1503"
1.5,NA,NA,"resident","Suitable","sp1504"
2.1,NA,NA,"resident","Suitable","sp1504"
1.5,NA,NA,"resident","Suitable","sp1505"
1.6,NA,NA,"resident","Suitable","sp1505"
2.1,NA,NA,"resident","Suitable","sp1505"
1.5,NA,NA,"resident","Suitable","sp1506"
1.6,NA,NA,"resident","Suitable","sp1506"
2.1,NA,NA,"resident","Suitable","sp1506"
3.5,NA,NA,"resident","Suitable","sp1506"
4.7,NA,NA,"resident","Suitable","sp1506"
NA,NA,NA,"resident","Suitable","sp1506"
3.5,NA,NA,"resident","Suitable","sp1507"
NA,NA,NA,"resident","Suitable","sp1507"
2.1,NA,NA,"resident","Suitable","sp1508"
4.7,NA,NA,"resident","Suitable","sp1508"
1.6,NA,NA,"resident","Suitable","sp1509"
1.6,NA,NA,"resident","Suitable","sp1510"
3.5,NA,NA,"resident","Suitable","sp1510"
4.7,NA,NA,"resident","Suitable","sp1510"
NA,NA,NA,"resident","Suitable","sp1510"
NA,NA,NA,"resident","Suitable","sp1510"
1.6,NA,NA,"resident","Suitable","sp1511"
4.7,NA,NA,"resident","Suitable","sp1511"
1.6,NA,NA,"resident","Suitable","sp1512"
4.7,NA,NA,"resident","Suitable","sp1512"
NA,NA,NA,"resident","Suitable","sp1512"
NA,NA,NA,"resident","Suitable","sp1512"
2.1,NA,NA,"resident","Suitable","sp1513"
4.7,NA,NA,"resident","Suitable","sp1513"
4.7,NA,NA,"resident","Suitable","sp1514"
NA,NA,NA,"resident","Suitable","sp1514"
2.1,NA,NA,"resident","Suitable","sp1515"
4.7,NA,NA,"resident","Suitable","sp1515"
NA,NA,NA,"resident","Suitable","sp1515"
1.6,NA,NA,"resident","Suitable","sp1516"
3.5,NA,NA,"resident","Suitable","sp1517"
NA,NA,NA,"resident","Suitable","sp1517"
1.6,NA,NA,"resident","Suitable","sp1518"
1.6,NA,NA,"resident","Suitable","sp1519"
1.6,NA,NA,"resident","Suitable","sp1520"
2.1,NA,NA,"resident","Suitable","sp1521"
3.5,NA,NA,"resident","Suitable","sp1522"
NA,NA,NA,"resident","Suitable","sp1522"
1.6,NA,NA,"resident","Suitable","sp1523"
1.5,NA,NA,"resident","Suitable","sp1524"
2.1,NA,NA,"resident","Suitable","sp1524"
1.6,NA,NA,"resident","Suitable","sp1525"
NA,NA,NA,"resident","Suitable","sp1525"
1.6,NA,NA,"resident","Suitable","sp1526"
3.5,NA,NA,"resident","Suitable","sp1526"
NA,NA,NA,"resident","Suitable","sp1526"
NA,NA,NA,"resident","Suitable","sp1526"
1.6,NA,NA,"resident","Suitable","sp1527"
3.5,NA,NA,"resident","Suitable","sp1527"
NA,NA,NA,"resident","Suitable","sp1527"
NA,NA,NA,"resident","Suitable","sp1527"
1.6,NA,NA,"resident","Suitable","sp1528"
1.6,NA,NA,"resident","Suitable","sp1529"
NA,NA,NA,"resident","Suitable","sp1529"
1.6,NA,NA,"resident","Suitable","sp1530"
NA,NA,NA,"resident","Suitable","sp1530"
NA,NA,NA,"resident","Suitable","sp1530"
1.6,NA,NA,"resident","Suitable","sp1531"
2.1,NA,NA,"resident","Suitable","sp1531"
NA,NA,NA,"resident","Suitable","sp1531"
1.6,NA,NA,"resident","Suitable","sp1532"
1.6,NA,NA,"resident","Suitable","sp1533"
1.6,NA,NA,"resident","Suitable","sp1534"
1.6,NA,NA,"resident","Suitable","sp1535"
2.1,NA,NA,"resident","Suitable","sp1536"
4.7,NA,NA,"resident","Suitable","sp1536"
2.1,NA,NA,"resident","Suitable","sp1537"
3.5,NA,NA,"resident","Suitable","sp1538"
NA,NA,NA,"resident","Suitable","sp1538"
3.5,NA,NA,"resident","Suitable","sp1539"
NA,NA,NA,"resident","Suitable","sp1539"
1.6,NA,NA,"resident","Suitable","sp1540"
2.1,NA,NA,"resident","Suitable","sp1541"
3.5,NA,NA,"resident","Suitable","sp1542"
NA,NA,NA,"resident","Suitable","sp1542"
NA,NA,NA,"resident","Suitable","sp1542"
3.5,NA,NA,"resident","Suitable","sp1543"
2.1,NA,NA,"resident","Suitable","sp1544"
3.5,NA,NA,"resident","Suitable","sp1545"
NA,NA,NA,"resident","Suitable","sp1545"
3.5,NA,NA,"resident","Suitable","sp1546"
NA,NA,NA,"resident","Suitable","sp1546"
1.6,NA,NA,"resident","Suitable","sp1547"
3.5,NA,NA,"resident","Suitable","sp1548"
NA,NA,NA,"resident","Suitable","sp1548"
1.6,NA,NA,"resident","Suitable","sp1549"
1.6,NA,NA,"resident","Suitable","sp1550"
1.6,NA,NA,"resident","Suitable","sp1551"
1.6,NA,NA,"resident","Suitable","sp1552"
2.1,NA,NA,"resident","Suitable","sp1552"
NA,NA,NA,"resident","Suitable","sp1552"
2.1,NA,NA,"resident","Suitable","sp1553"
4.7,NA,NA,"resident","Suitable","sp1553"
1.6,NA,NA,"resident","Suitable","sp1554"
1.6,NA,NA,"resident","Suitable","sp1555"
1.6,NA,NA,"resident","Suitable","sp1556"
3.5,NA,NA,"resident","Suitable","sp1556"
NA,NA,NA,"resident","Suitable","sp1556"
NA,NA,NA,"resident","Suitable","sp1556"
1.6,NA,NA,"resident","Suitable","sp1557"
3.5,NA,NA,"resident","Suitable","sp1557"
NA,NA,NA,"resident","Suitable","sp1557"
1.6,NA,NA,"resident","Suitable","sp1558"
1.6,NA,NA,"resident","Suitable","sp1559"
1.6,NA,NA,"resident","Suitable","sp1560"
NA,NA,NA,"resident","Suitable","sp1560"
NA,NA,NA,"resident","Suitable","sp1560"
1.5,NA,NA,"resident","Suitable","sp1561"
2.1,NA,NA,"resident","Suitable","sp1561"
NA,NA,NA,"resident","Suitable","sp1562"
NA,NA,NA,"resident","Suitable","sp1562"
4.7,NA,NA,"resident","Suitable","sp1563"
NA,NA,NA,"resident","Suitable","sp1563"
NA,NA,NA,"resident","Suitable","sp1563"
1.6,NA,NA,"resident","Suitable","sp1564"
2.1,NA,NA,"resident","Suitable","sp1564"
4.7,NA,NA,"resident","Suitable","sp1564"
3.5,NA,NA,"resident","Suitable","sp1565"
3.5,NA,NA,"resident","Suitable","sp1566"
NA,NA,NA,"resident","Suitable","sp1566"
1.6,NA,NA,"resident","Suitable","sp1567"
2.1,NA,NA,"resident","Suitable","sp1567"
3.5,NA,NA,"resident","Suitable","sp1567"
NA,NA,NA,"resident","Suitable","sp1567"
NA,NA,NA,"resident","Suitable","sp1568"
NA,NA,NA,"resident","Suitable","sp1568"
1.6,NA,NA,"resident","Suitable","sp1569"
NA,NA,NA,"resident","Suitable","sp1570"
NA,NA,NA,"resident","Suitable","sp1570"
1.6,NA,NA,"resident","Suitable","sp1571"
1.6,NA,NA,"resident","Suitable","sp1572"
1.6,NA,NA,"resident","Suitable","sp1573"
1.6,NA,NA,"resident","Suitable","sp1574"
1.6,NA,NA,"resident","Suitable","sp1575"
3.5,NA,NA,"resident","Suitable","sp1576"
NA,NA,NA,"resident","Suitable","sp1576"
1.6,NA,NA,"resident","Suitable","sp1577"
3.5,NA,NA,"resident","Suitable","sp1578"
NA,NA,NA,"resident","Suitable","sp1578"
1.6,NA,NA,"resident","Suitable","sp1579"
1.6,NA,NA,"resident","Suitable","sp1580"
1.6,NA,NA,"resident","Suitable","sp1581"
NA,NA,NA,"resident","Suitable","sp1581"
1.6,NA,NA,"resident","Suitable","sp1582"
NA,NA,NA,"resident","Suitable","sp1582"
1.6,NA,NA,"resident","Suitable","sp1583"
1.6,NA,NA,"resident","Suitable","sp1584"
1.6,NA,NA,"resident","Suitable","sp1585"
1.6,NA,NA,"resident","Suitable","sp1586"
1.6,NA,NA,"resident","Suitable","sp1587"
2.1,NA,NA,"resident","Suitable","sp1587"
NA,NA,NA,"resident","Suitable","sp1587"
2.1,NA,NA,"resident","Suitable","sp1588"
2.1,NA,NA,"resident","Suitable","sp1589"
1.5,NA,NA,"resident","Suitable","sp1590"
1.6,NA,NA,"resident","Suitable","sp1590"
2.1,NA,NA,"resident","Suitable","sp1590"
NA,NA,NA,"resident","Suitable","sp1590"
NA,NA,NA,"resident","Suitable","sp1590"
1.6,NA,NA,"resident","Suitable","sp1591"
1.6,NA,NA,"resident","Suitable","sp1592"
1.6,NA,NA,"resident","Suitable","sp1593"
4.7,NA,NA,"resident","Suitable","sp1593"
3.5,NA,NA,"resident","Suitable","sp1594"
NA,NA,NA,"resident","Suitable","sp1594"
NA,NA,NA,"resident","Suitable","sp1594"
1.6,NA,NA,"resident","Suitable","sp1595"
3.5,NA,NA,"resident","Suitable","sp1596"
NA,NA,NA,"resident","Suitable","sp1596"
1.6,NA,NA,"resident","Suitable","sp1597"
1.6,NA,NA,"resident","Suitable","sp1598"
1.6,NA,NA,"resident","Suitable","sp1599"
1.6,NA,NA,"resident","Suitable","sp1600"
2.1,NA,NA,"resident","Suitable","sp1600"
NA,NA,NA,"resident","Suitable","sp1600"
1.6,NA,NA,"resident","Suitable","sp1601"
2.1,NA,NA,"resident","Suitable","sp1601"
NA,NA,NA,"resident","Suitable","sp1601"
NA,NA,NA,"resident","Suitable","sp1601"
1.6,NA,NA,"resident","Suitable","sp1602"
NA,NA,NA,"resident","Suitable","sp1602"
3.5,NA,NA,"resident","Suitable","sp1603"
NA,NA,NA,"resident","Suitable","sp1603"
3.5,NA,NA,"resident","Suitable","sp1604"
3.5,NA,NA,"resident","Suitable","sp1605"
NA,NA,NA,"resident","Suitable","sp1605"
2.1,NA,NA,"resident","Suitable","sp1606"
1.6,NA,NA,"resident","Suitable","sp1607"
1.6,NA,NA,"resident","Suitable","sp1608"
2.1,NA,NA,"resident","Suitable","sp1608"
NA,NA,NA,"resident","Suitable","sp1608"
1.6,NA,NA,"resident","Suitable","sp1609"
1.6,NA,NA,"resident","Suitable","sp1610"
1.6,NA,NA,"resident","Suitable","sp1611"
NA,NA,NA,"resident","Suitable","sp1611"
NA,NA,NA,"resident","Suitable","sp1611"
NA,NA,NA,"resident","Suitable","sp1612"
NA,NA,NA,"resident","Suitable","sp1612"
1.6,NA,NA,"resident","Suitable","sp1613"
1.6,NA,NA,"resident","Suitable","sp1614"
2.1,NA,NA,"resident","Suitable","sp1614"
NA,NA,NA,"resident","Suitable","sp1614"
NA,NA,NA,"resident","Suitable","sp1614"
1.6,NA,NA,"resident","Suitable","sp1615"
3.5,NA,NA,"resident","Suitable","sp1616"
NA,NA,NA,"resident","Suitable","sp1616"
1.6,NA,NA,"resident","Suitable","sp1617"
3.5,NA,NA,"resident","Suitable","sp1618"
NA,NA,NA,"resident","Suitable","sp1618"
1.5,NA,NA,"resident","Suitable","sp1619"
1.6,NA,NA,"resident","Suitable","sp1619"
2.1,NA,NA,"resident","Suitable","sp1619"
4.7,NA,NA,"resident","Suitable","sp1619"
NA,NA,NA,"resident","Suitable","sp1619"
NA,NA,NA,"resident","Suitable","sp1619"
NA,NA,NA,"resident","Suitable","sp1619"
1.6,NA,NA,"resident","Suitable","sp1620"
3.5,NA,NA,"resident","Suitable","sp1621"
NA,NA,NA,"resident","Suitable","sp1621"
3.5,NA,NA,"resident","Suitable","sp1622"
NA,NA,NA,"resident","Suitable","sp1622"
1.6,NA,NA,"resident","Suitable","sp1623"
1.6,NA,NA,"resident","Suitable","sp1624"
NA,NA,NA,"resident","Suitable","sp1624"
3.5,NA,NA,"resident","Suitable","sp1625"
NA,NA,NA,"resident","Suitable","sp1625"
1.6,NA,NA,"resident","Suitable","sp1626"
1.6,NA,NA,"resident","Suitable","sp1627"
3.5,NA,NA,"resident","Suitable","sp1628"
NA,NA,NA,"resident","Suitable","sp1628"
NA,NA,NA,"resident","Suitable","sp1628"
2.1,NA,NA,"resident","Suitable","sp1629"
3.5,NA,NA,"resident","Suitable","sp1630"
NA,NA,NA,"resident","Suitable","sp1630"
1.5,NA,NA,"resident","Suitable","sp1631"
2.1,NA,NA,"resident","Suitable","sp1631"
1.6,NA,NA,"resident","Suitable","sp1632"
NA,NA,NA,"resident","Suitable","sp1632"
1.6,NA,NA,"resident","Suitable","sp1633"
4.7,NA,NA,"resident","Suitable","sp1633"
NA,NA,NA,"resident","Suitable","sp1633"
2.1,NA,NA,"resident","Suitable","sp1634"
1.6,NA,NA,"resident","Suitable","sp1635"
1.6,NA,NA,"resident","Suitable","sp1636"
1.6,NA,NA,"resident","Suitable","sp1637"
2.1,NA,NA,"resident","Suitable","sp1637"
NA,NA,NA,"resident","Suitable","sp1637"
2.1,NA,NA,"resident","Suitable","sp1638"
1.6,NA,NA,"resident","Suitable","sp1639"
1.6,NA,NA,"resident","Suitable","sp1640"
1.6,NA,NA,"resident","Suitable","sp1641"
NA,NA,NA,"resident","Suitable","sp1641"
1.6,NA,NA,"resident","Suitable","sp1642"
1.6,NA,NA,"resident","Suitable","sp1643"
NA,NA,NA,"resident","Suitable","sp1643"
3.5,NA,NA,"resident","Suitable","sp1644"
1.6,NA,NA,"resident","Suitable","sp1645"
1.6,NA,NA,"resident","Suitable","sp1646"
1.6,NA,NA,"resident","Suitable","sp1647"
1.6,NA,NA,"resident","Suitable","sp1648"
1.6,NA,NA,"resident","Suitable","sp1649"
3.5,NA,NA,"resident","Suitable","sp1650"
NA,NA,NA,"resident","Suitable","sp1650"
1.6,NA,NA,"resident","Suitable","sp1651"
NA,NA,NA,"resident","Suitable","sp1651"
1.6,NA,NA,"resident","Suitable","sp1652"
1.6,NA,NA,"resident","Suitable","sp1653"
2.1,NA,NA,"resident","Suitable","sp1653"
3.5,NA,NA,"resident","Suitable","sp1654"
1.6,NA,NA,"resident","Suitable","sp1655"
3.5,NA,NA,"resident","Suitable","sp1656"
NA,NA,NA,"resident","Suitable","sp1656"
1.6,NA,NA,"resident","Suitable","sp1657"
2.1,NA,NA,"resident","Suitable","sp1658"
4.7,NA,NA,"resident","Suitable","sp1658"
NA,NA,NA,"resident","Suitable","sp1658"
3.5,NA,NA,"resident","Suitable","sp1659"
NA,NA,NA,"resident","Suitable","sp1659"
1.6,NA,NA,"resident","Suitable","sp1660"
NA,NA,NA,"resident","Suitable","sp1660"
1.6,NA,NA,"resident","Suitable","sp1661"
2.1,NA,NA,"resident","Suitable","sp1661"
NA,NA,NA,"resident","Suitable","sp1661"
3.5,NA,NA,"resident","Suitable","sp1662"
NA,NA,NA,"resident","Suitable","sp1662"
3.5,NA,NA,"resident","Suitable","sp1663"
NA,NA,NA,"resident","Suitable","sp1663"
NA,NA,NA,"resident","Suitable","sp1663"
1.6,NA,NA,"resident","Suitable","sp1664"
2.1,NA,NA,"resident","Suitable","sp1664"
NA,NA,NA,"resident","Suitable","sp1664"
NA,NA,NA,"resident","Suitable","sp1664"
1.6,NA,NA,"resident","Suitable","sp1665"
1.6,NA,NA,"resident","Suitable","sp1666"
1.6,NA,NA,"resident","Suitable","sp1667"
4.7,NA,NA,"resident","Suitable","sp1668"
NA,NA,NA,"resident","Suitable","sp1668"
1.6,NA,NA,"resident","Suitable","sp1669"
1.6,NA,NA,"resident","Suitable","sp1670"
3.5,NA,NA,"resident","Suitable","sp1671"
NA,NA,NA,"resident","Suitable","sp1671"
1.6,NA,NA,"resident","Suitable","sp1672"
3.5,NA,NA,"resident","Suitable","sp1672"
NA,NA,NA,"resident","Suitable","sp1672"
NA,NA,NA,"resident","Suitable","sp1672"
1.6,NA,NA,"resident","Suitable","sp1673"
NA,NA,NA,"resident","Suitable","sp1673"
NA,NA,NA,"resident","Suitable","sp1673"
1.6,NA,NA,"resident","Suitable","sp1674"
NA,NA,NA,"resident","Suitable","sp1674"
1.6,NA,NA,"resident","Suitable","sp1675"
NA,NA,NA,"resident","Suitable","sp1676"
NA,NA,NA,"resident","Suitable","sp1676"
1.6,NA,NA,"resident","Suitable","sp1677"
2.1,NA,NA,"resident","Suitable","sp1677"
1.6,NA,NA,"resident","Suitable","sp1678"
2.1,NA,NA,"resident","Suitable","sp1678"
NA,NA,NA,"resident","Suitable","sp1678"
1.6,NA,NA,"resident","Suitable","sp1679"
NA,NA,NA,"resident","Suitable","sp1679"
1.6,NA,NA,"resident","Suitable","sp1680"
1.6,NA,NA,"resident","Suitable","sp1681"
1.6,NA,NA,"resident","Suitable","sp1682"
1.6,NA,NA,"resident","Suitable","sp1683"
NA,NA,NA,"resident","Suitable","sp1683"
3.5,NA,NA,"resident","Suitable","sp1684"
1.6,NA,NA,"resident","Suitable","sp1685"
1.6,NA,NA,"resident","Suitable","sp1686"
1.6,NA,NA,"resident","Suitable","sp1687"
3.5,NA,NA,"resident","Suitable","sp1687"
NA,NA,NA,"resident","Suitable","sp1687"
2.1,NA,NA,"resident","Suitable","sp1688"
2.1,NA,NA,"resident","Suitable","sp1689"
4.7,NA,NA,"resident","Suitable","sp1689"
1.6,NA,NA,"resident","Suitable","sp1690"
1.6,NA,NA,"resident","Suitable","sp1691"
NA,NA,NA,"resident","Suitable","sp1691"
NA,NA,NA,"resident","Suitable","sp1691"
1.6,NA,NA,"resident","Suitable","sp1692"
1.6,NA,NA,"resident","Suitable","sp1693"
1.6,NA,NA,"resident","Suitable","sp1694"
NA,NA,NA,"resident","Suitable","sp1694"
2.1,NA,NA,"resident","Suitable","sp1695"
1.6,NA,NA,"resident","Suitable","sp1696"
NA,NA,NA,"resident","Suitable","sp1696"
NA,NA,NA,"resident","Suitable","sp1696"
3.5,NA,NA,"resident","Suitable","sp1697"
NA,NA,NA,"resident","Suitable","sp1697"
NA,NA,NA,"resident","Suitable","sp1697"
1.6,NA,NA,"resident","Suitable","sp1698"
1.6,NA,NA,"resident","Suitable","sp1699"
1.6,NA,NA,"resident","Suitable","sp1700"
1.6,NA,NA,"resident","Suitable","sp1701"
1.6,NA,NA,"resident","Suitable","sp1702"
2.1,NA,NA,"resident","Suitable","sp1702"
3.5,NA,NA,"resident","Suitable","sp1702"
4.7,NA,NA,"resident","Suitable","sp1702"
NA,NA,NA,"resident","Suitable","sp1702"
1.6,NA,NA,"resident","Suitable","sp1703"
NA,NA,NA,"resident","Suitable","sp1703"
1.6,NA,NA,"resident","Suitable","sp1704"
2.1,NA,NA,"resident","Suitable","sp1704"
NA,NA,NA,"resident","Suitable","sp1704"
1.6,NA,NA,"resident","Suitable","sp1705"
NA,NA,NA,"resident","Suitable","sp1705"
NA,NA,NA,"resident","Suitable","sp1705"
1.6,NA,NA,"resident","Suitable","sp1706"
1.6,NA,NA,"resident","Suitable","sp1707"
NA,NA,NA,"resident","Suitable","sp1707"
NA,NA,NA,"resident","Suitable","sp1707"
2.1,NA,NA,"resident","Suitable","sp1708"
1.6,NA,NA,"resident","Suitable","sp1709"
1.6,NA,NA,"resident","Suitable","sp1710"
NA,NA,NA,"resident","Suitable","sp1710"
NA,NA,NA,"resident","Suitable","sp1710"
1.6,NA,NA,"resident","Suitable","sp1711"
1.6,NA,NA,"resident","Suitable","sp1712"
1.6,NA,NA,"resident","Suitable","sp1713"
3.5,NA,NA,"resident","Suitable","sp1714"
NA,NA,NA,"resident","Suitable","sp1714"
4.7,NA,NA,"resident","Suitable","sp1715"
NA,NA,NA,"resident","Suitable","sp1715"
NA,NA,NA,"resident","Suitable","sp1715"
3.5,NA,NA,"resident","Suitable","sp1716"
NA,NA,NA,"resident","Suitable","sp1716"
2.1,NA,NA,"resident","Suitable","sp1717"
4.7,NA,NA,"resident","Suitable","sp1717"
1.6,NA,NA,"resident","Suitable","sp1718"
1.6,NA,NA,"resident","Suitable","sp1719"
NA,NA,NA,"resident","Suitable","sp1719"
2.1,NA,NA,"resident","Suitable","sp1720"
4.7,NA,NA,"resident","Suitable","sp1720"
NA,NA,NA,"resident","Suitable","sp1720"
1.6,NA,NA,"resident","Suitable","sp1721"
3.5,NA,NA,"resident","Suitable","sp1721"
NA,NA,NA,"resident","Suitable","sp1721"
NA,NA,NA,"resident","Suitable","sp1721"
1.6,NA,NA,"resident","Suitable","sp1722"
1.6,NA,NA,"resident","Suitable","sp1723"
2.1,NA,NA,"resident","Suitable","sp1724"
4.7,NA,NA,"resident","Suitable","sp1724"
1.6,NA,NA,"resident","Suitable","sp1725"
NA,NA,NA,"resident","Suitable","sp1726"
NA,NA,NA,"resident","Suitable","sp1726"
1.6,NA,NA,"resident","Suitable","sp1727"
1.6,NA,NA,"resident","Suitable","sp1728"
2.1,NA,NA,"resident","Suitable","sp1728"
4.7,NA,NA,"resident","Suitable","sp1728"
NA,NA,NA,"resident","Suitable","sp1728"
3.5,NA,NA,"resident","Suitable","sp1729"
NA,NA,NA,"resident","Suitable","sp1729"
1.6,NA,NA,"resident","Suitable","sp1730"
NA,NA,NA,"resident","Suitable","sp1730"
1.6,NA,NA,"resident","Suitable","sp1731"
1.6,NA,NA,"resident","Suitable","sp1732"
1.6,NA,NA,"resident","Suitable","sp1733"
3.5,NA,NA,"resident","Suitable","sp1734"
NA,NA,NA,"resident","Suitable","sp1734"
2.1,NA,NA,"resident","Suitable","sp1735"
NA,NA,NA,"resident","Suitable","sp1735"
1.6,NA,NA,"resident","Suitable","sp1736"
NA,NA,NA,"resident","Suitable","sp1736"
NA,NA,NA,"resident","Suitable","sp1736"
NA,NA,NA,"resident","Suitable","sp1736"
1.6,NA,NA,"resident","Suitable","sp1737"
1.6,NA,NA,"resident","Suitable","sp1738"
1.6,NA,NA,"resident","Suitable","sp1739"
1.6,NA,NA,"resident","Suitable","sp1740"
3.5,NA,NA,"resident","Suitable","sp1741"
NA,NA,NA,"resident","Suitable","sp1741"
2.1,NA,NA,"resident","Suitable","sp1742"
1.6,NA,NA,"resident","Suitable","sp1743"
3.5,NA,NA,"resident","Suitable","sp1744"
NA,NA,NA,"resident","Suitable","sp1744"
1.6,NA,NA,"resident","Suitable","sp1745"
NA,NA,NA,"resident","Suitable","sp1745"
3.5,NA,NA,"resident","Suitable","sp1746"
1.6,NA,NA,"resident","Suitable","sp1747"
2.1,NA,NA,"resident","Suitable","sp1747"
3.5,NA,NA,"resident","Suitable","sp1747"
NA,NA,NA,"resident","Suitable","sp1747"
NA,NA,NA,"resident","Suitable","sp1747"
NA,NA,NA,"resident","Suitable","sp1747"
NA,NA,NA,"resident","Suitable","sp1747"
NA,NA,NA,"resident","Suitable","sp1747"
1.6,NA,NA,"resident","Suitable","sp1748"
NA,NA,NA,"resident","Suitable","sp1748"
NA,NA,NA,"resident","Suitable","sp1748"
NA,NA,NA,"resident","Suitable","sp1748"
1.6,NA,NA,"resident","Suitable","sp1749"
1.6,NA,NA,"resident","Suitable","sp1750"
3.5,NA,NA,"resident","Suitable","sp1750"
NA,NA,NA,"resident","Suitable","sp1750"
NA,NA,NA,"resident","Suitable","sp1750"
2.1,NA,NA,"resident","Suitable","sp1751"
NA,NA,NA,"resident","Suitable","sp1751"
1.6,NA,NA,"resident","Suitable","sp1752"
2.1,NA,NA,"resident","Suitable","sp1753"
4.7,NA,NA,"resident","Suitable","sp1753"
3.5,NA,NA,"resident","Suitable","sp1754"
NA,NA,NA,"resident","Suitable","sp1754"
1.6,NA,NA,"resident","Suitable","sp1755"
1.6,NA,NA,"resident","Suitable","sp1756"
1.6,NA,NA,"resident","Suitable","sp1757"
NA,NA,NA,"resident","Suitable","sp1757"
1.6,NA,NA,"resident","Suitable","sp1758"
1.6,NA,NA,"resident","Suitable","sp1759"
3.5,NA,NA,"resident","Suitable","sp1760"
NA,NA,NA,"resident","Suitable","sp1760"
1.5,NA,NA,"resident","Suitable","sp1761"
1.6,NA,NA,"resident","Suitable","sp1761"
NA,NA,NA,"resident","Suitable","sp1761"
1.6,NA,NA,"resident","Suitable","sp1762"
1.6,NA,NA,"resident","Suitable","sp1763"
1.6,NA,NA,"resident","Suitable","sp1764"
1.6,NA,NA,"resident","Suitable","sp1765"
1.6,NA,NA,"resident","Suitable","sp1766"
NA,NA,NA,"resident","Suitable","sp1766"
2.1,NA,NA,"resident","Suitable","sp1767"
3.5,NA,NA,"resident","Suitable","sp1767"
NA,NA,NA,"resident","Suitable","sp1767"
NA,NA,NA,"resident","Suitable","sp1767"
4.7,NA,NA,"resident","Suitable","sp1768"
NA,NA,NA,"resident","Suitable","sp1768"
NA,NA,NA,"resident","Suitable","sp1769"
NA,NA,NA,"resident","Suitable","sp1769"
NA,NA,NA,"resident","Suitable","sp1770"
NA,NA,NA,"resident","Suitable","sp1770"
1.6,NA,NA,"resident","Suitable","sp1771"
2.1,NA,NA,"resident","Suitable","sp1771"
3.5,NA,NA,"resident","Suitable","sp1771"
NA,NA,NA,"resident","Suitable","sp1771"
1.6,NA,NA,"resident","Suitable","sp1772"
2.1,NA,NA,"resident","Suitable","sp1772"
NA,NA,NA,"resident","Suitable","sp1773"
NA,NA,NA,"resident","Suitable","sp1773"
1.6,NA,NA,"resident","Suitable","sp1774"
NA,NA,NA,"resident","Suitable","sp1774"
NA,NA,NA,"resident","Suitable","sp1775"
NA,NA,NA,"resident","Suitable","sp1775"
1.6,NA,NA,"resident","Suitable","sp1776"
NA,NA,NA,"resident","Suitable","sp1776"
1.6,NA,NA,"resident","Suitable","sp1777"
NA,NA,NA,"resident","Suitable","sp1777"
1.6,NA,NA,"resident","Suitable","sp1778"
2.1,NA,NA,"resident","Suitable","sp1778"
4.7,NA,NA,"resident","Suitable","sp1778"
1.6,NA,NA,"resident","Suitable","sp1779"
1.6,NA,NA,"resident","Suitable","sp1780"
NA,NA,NA,"resident","Suitable","sp1780"
2.1,NA,NA,"resident","Suitable","sp1781"
1.6,NA,NA,"resident","Suitable","sp1782"
1.6,NA,NA,"resident","Suitable","sp1783"
1.6,NA,NA,"resident","Suitable","sp1784"
1.6,NA,NA,"resident","Suitable","sp1785"
2.1,NA,NA,"resident","Suitable","sp1786"
3.5,NA,NA,"resident","Suitable","sp1786"
NA,NA,NA,"resident","Suitable","sp1786"
1.6,NA,NA,"resident","Suitable","sp1787"
NA,NA,NA,"resident","Suitable","sp1787"
1.6,NA,NA,"resident","Suitable","sp1788"
1.6,NA,NA,"resident","Suitable","sp1789"
1.6,NA,NA,"resident","Suitable","sp1790"
1.6,NA,NA,"resident","Suitable","sp1791"
3.5,NA,NA,"resident","Suitable","sp1792"
NA,NA,NA,"resident","Suitable","sp1792"
1.6,NA,NA,"resident","Suitable","sp1793"
1.6,NA,NA,"resident","Suitable","sp1794"
NA,NA,NA,"resident","Suitable","sp1794"
1.6,NA,NA,"resident","Suitable","sp1795"
3.5,NA,NA,"resident","Suitable","sp1796"
1.6,NA,NA,"resident","Suitable","sp1797"
1.6,NA,NA,"resident","Suitable","sp1798"
3.5,NA,NA,"resident","Suitable","sp1799"
NA,NA,NA,"resident","Suitable","sp1799"
1.6,NA,NA,"resident","Suitable","sp1800"
2.1,NA,NA,"resident","Suitable","sp1800"
1.6,NA,NA,"resident","Suitable","sp1801"
