"Redlist_id","TaxonomicNotes.value","classname","family","genus","infraType","infra_authority","infra_name","internal_taxon_id","kingdom","ordername","phylum","species","taxonomicAuthority"
146074378,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Jussieu, A.L. 1825. Mém. Mus. Hist. Nat.,12: 499.|Fl. bras.,vol.12, pt.2, p.40,1874. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores ou arvoretas 2-7 m alt. Folhas bipinadas, concentradas nas partes distais dos ramos, (8)20-40 cm compr., tomentosas;&nbsp; foliólulos 5-12 pares por folíolo,&nbsp;3-4,5 x 1-1,8 cm, oblongos,&nbsp;ápice obtuso a agudo, margem revoluta, crenulada ou subinteira e com glândulas translúcidas, base assimétrica,&nbsp;cartáceos, discolores, alvo-tomentosos na face abaxial. Panículas amplas corimbiformes, multirramosas e densifloras, 33-66 cm compr., ocráceo-tomentosas. Flores ca. 8 mm compr., creme-esbranquiçadas, aromáticas; pétalas oblongas, seríceo-pilosas na região mediana externa, com apículo inflexo; estames pouco exsertos; carpelos seríceo-vilosos,&nbsp; pilosos; sementes 3 com ala membranácea translúcida.","Magnoliopsida","Rutaceae","Dictyoloma",NA,NA,NA,"sp1280","Plantae","Sapindales","Tracheophyta","vandellianum","A.Juss."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Marchal, E. 1889. Bull. Soc. Roy. Bot. Belgique,28: 52. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1281","Plantae","Apiales","Tracheophyta","acuminatus","Marchal"
148755847,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius, C.F.P. von & auct. suc. (eds.) 1878. Fl. bras.,11(1): 241. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1282","Plantae","Apiales","Tracheophyta","angustissimus","Marchal"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 18, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1283","Plantae","Apiales","Tracheophyta","auratus","(Fiaschi) Fiaschi & G.M. Plunkett"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Rev. Hort. (Paris) 16: 109, 1854. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1284","Plantae","Apiales","Tracheophyta","calvus","(Cham.) Decne. & Planch."
163469547,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 19, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1285","Plantae","Apiales","Tracheophyta","capixabus","(Fiaschi) Fiaschi & G.M. Plunkett"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 19, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1286","Plantae","Apiales","Tracheophyta","grandigemmus","(Fiaschi) Fiaschi & G.M. Plunkett"
163469431,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 19, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1287","Plantae","Apiales","Tracheophyta","kollmannii","(Fiaschi) Fiaschi & G.M. Plunkett"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius, C.F.P. von & auct. suc. (eds.) 1878. Fl. bras.,11(1): 234. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1288","Plantae","Apiales","Tracheophyta","longipetiolatus","(Pohl ex DC.) Marchal"
148757273,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: J. Bot.,6: 132,1868. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1289","Plantae","Apiales","Tracheophyta","macrocarpus","(Cham. & Schltdl.) Seem."
61985137,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Rev. Hort. [Paris]. IV, 3: 109,1854. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1290","Plantae","Apiales","Tracheophyta","morototoni","(Aubl.) Decne. & Planch."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 20, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1291","Plantae","Apiales","Tracheophyta","racemiferus","(Fiaschi & Frodin) Fiaschi & G.M. Plunkett"
163490497,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 20, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1292","Plantae","Apiales","Tracheophyta","ruschianus","(Fiaschi"
177797094,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius, C.F.P. von & auct. suc. (eds.) 1878. Fl. bras.,11(1): 236. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1293","Plantae","Apiales","Tracheophyta","selloi","Marchal"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Brittonia 72(1): 21, 2020. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1294","Plantae","Apiales","Tracheophyta","villosissimus","(Fiaschi & Pirani) Fiaschi & G.M. Plunkett"
148764230,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Martius, C.F.P. von & auct. suc. (eds.) 1878. Fl. bras.,11(1): 238. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Araliaceae","Didymopanax",NA,NA,NA,"sp1295","Plantae","Apiales","Tracheophyta","vinosus","(Cham. & Schltdl.) Marchal"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Radlkofer, L.A.T. 1878. Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,8: 355. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores frondosas, 5-20 m alt.; caule jovem castanho-avermelhado, pubescente, com lenticelas lineares, gemas protegidas por pérulas ocráceas e vilosas, caule adulto castanho-acinzentado, com superfície rugosa, glabro; pecíolo semicilíndrico, às vezes no ápice canaliculado, 3,9-13,5 cm compr.; raque foliar primária subcilíndrico ou bicanaliculado, 10-47,3 cm compr., raque secundária bicanaliculada, às vezes os segmentos distais marginados, 3,3-17 cm compr. Folhas 10-16 folioladas; alternas, bipinadas ou sub-tripinadas, folíolo terminal totalmente desenvolvido ou rudimentar; folíolos sésseis ou com peciólulo ca. 0,5 mm compr.; folíolos ovado-lanceolados, estreito ovados ou ovados, 1,8-6,7x 1,3-2,1 cm, os basais menores; cartáceos, discolores, ciliados; base obtusa, arredondada, cuneada ou assimétrica; ápice obtuso, agudo, acuminado ou emarginado,&nbsp; mucronado; margem denteado-serreada; face adaxial pubérula e nervura principal pubescente, face abaxial pubérula a pubescente; nervuras na face abaxial proeminente. Inflorescência fasciculada no ápice de caules jovens, tirso axilar ou subterminal, com ramificações de segunda ordem na base, inflorescências parciais glomérulos plurifloros e dicásios trifloros; pedicelo floral ca. 0,7 mm compr.; brácteas ovadas, com ápice agudo, 1,5-3 mm compr., ciliadas. Flores funcionalmente unissexuais, levemente zigomorfa, 5-6,5 mm compr.; sépalas 5, livres, ovadas ou largo-ovadas, com ápice arredondado, 2,5-3 mm compr., uma sépala maior do que as demais, persistentes até a maturação do fruto, prefloração imbricada, pubérula na face abaxial, margem com tricomas glandulares; pétalas 5, ovados ou suborbiculares, 1,4-1,6x1 mm, unguiculadas, menores que as sépalas, às vezes nas flores masculinas ausentes; sem apêndice marginal ou com apêndice constituído de uma ou duas pregas na base, ciliadas e com tricomas glandulares esparsos na face adaxial; disco nectarífero anelar 5-lobado, glabro; estames 8, 3,5-4,5 mm compr., glabros; anteras com tricomas tectores e glandulares; pistilodio pubérulo; gineceu ca. 4 mm compr., ovário trígono-ovoide, 3-carpelar, 3-locular, um óvulo por carpelo pubérulo ou glabriúsculo; estilete curto, ramos do estigma conatos, 3-lobado. Fruto cápsula loculicida, castanho escura, trígono-ovoide ou trígono-obovoide, 2,7-3,3x2-2,7 cm, lenhosa, 2-3 locular, &nbsp;&nbsp;epicarpo rugoso, glabro, endocarpo pubérulo; sementes 1-3, obovoides, 1-1,45x0,8-0,9 cm, arilo carnoso, esbranquiçados, cobrindo 1/3-1/2 da semente, longitudinalmente estriada, com a margem crenulada; embrião curvo.&nbsp;.","Magnoliopsida","Sapindaceae","Dilodendron",NA,NA,NA,"sp1296","Plantae","Sapindales","Tracheophyta","bipinnatum","Radlk."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Ann. Missouri Bot. Gard. 74(3): 537–538, f. 1, 1987. O nome desta espécie é considerado como correto por: Tropicos (www.tropicos.org).","Magnoliopsida","Sapindaceae","Dilodendron",NA,NA,NA,"sp1297","Plantae","Sapindales","Tracheophyta","elegans","(Radlk.) A.H. Gentry & Steyerm."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Silva, M.F. 1986. Flora Neotropica,44 (2): 1-128. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dimorphandra",NA,NA,NA,"sp1298","Plantae","Fabales","Tracheophyta","exaltata","Schott"
144309806,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Silva, M.F. 1986. Neotropica,44 (2): 1-128. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dimorphandra",NA,NA,NA,"sp1299","Plantae","Fabales","Tracheophyta","gardneriana","Tul."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Silva, M.F. 1986. Neotropica,44 (2): 1-128. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dimorphandra",NA,NA,NA,"sp1300","Plantae","Fabales","Tracheophyta","jorgei","M.F.Silva"
144283190,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Silva, M.F. 1986. Neotropica,44 (2): 1-128. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Fabaceae","Dimorphandra",NA,NA,NA,"sp1301","Plantae","Fabales","Tracheophyta","mollis","Benth."
118938381,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Lewis, G.P. et al. 2017. Kew Bulletin,72:48. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores chegando a 40m. Folhas com 9-19 pares de pinas, com 9-24 pares de foliólulos, rombiformes, glabros, ápice obtuso, base subtruncada a obtusa. Inflorescência com raque tomentosa a puberulenta. Flores predominantemete dióicas, raro monóicas, pediceladas; cálice puberulento, corola 5-7mm, pétalas livres, pubescente; ovário pubescente. Fruto deiscente (legume). Semente elíptica a obovada. &nbsp; &nbsp;.","Magnoliopsida","Fabaceae","Dinizia",NA,NA,NA,"sp1302","Plantae","Fabales","Tracheophyta","jueirana-facao","G. P. Lewis & G. S. Siqueira"
173519,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Wallnöfer, B. 2015. Annalen des Naturhistorischen Museums in Wien,121: 239. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1303","Plantae","Ericales","Tracheophyta","amabi","B.Walln."
163468170,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Raddi, G. 1821. Quar. Piant. Nuov. Bras.,18(2): 12-13. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1304","Plantae","Ericales","Tracheophyta","apeibacarpos","Raddi"
36889,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: C.P.F. von Martius 1856. Fl. Bras.,7:7. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1305","Plantae","Ericales","Tracheophyta","artanthifolia","Mart."
173404,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: C.P.F. von Martius 1856. Flora Brasilensis,7:5. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1306","Plantae","Ericales","Tracheophyta","brasiliensis","Mart. ex Miq."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Mart. ex Hiern 1873. Trans. Cambridge Philos. Soc.,12(1): 254. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1307","Plantae","Ericales","Tracheophyta","capreifolia","Mart. ex Hiern"
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: A.DC. 1844. in Prodomus systematis naturalis regni vegetabilis,8: 224. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1308","Plantae","Ericales","Tracheophyta","cayennensis","A.DC."
173904,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Mart. ex Miq. 1856. Flora Brasilensis,7: 6. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1309","Plantae","Ericales","Tracheophyta","coccolobifolia","Mart. ex Miq."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Mart. ex Miq. 1856. Flora Brasilensis,7: 5. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1310","Plantae","Ericales","Tracheophyta","gaultheriifolia","Mart. ex Miq."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Spruce, R. 1861. J. Proc. Linn. Soc., Bot.,5: 7. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1311","Plantae","Ericales","Tracheophyta","glomerata","Spruce ex Hiern"
173637,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Smith, A.C. 1936. Brittonia,2: 162. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1312","Plantae","Ericales","Tracheophyta","guatterioides","A.C.Sm."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Jacq. 1763. Enum. Syst. Pl.,34. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1313","Plantae","Ericales","Tracheophyta","inconstans","Jacq."
173707,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Wallnöfer, B. 1999. Annalen des Naturhistorischen Museums in Wien,101B: 573. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1314","Plantae","Ericales","Tracheophyta","ketun","B.Walln."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Wallnöfer, B. 2018. Annalen des Naturhistorischen Museums in Wien,120B: 159. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1315","Plantae","Ericales","Tracheophyta","lasiocalyx","(Mart.) B.Walln."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Standl. 1940. Publ. Field Mus. Nat. Hist., Bot. Ser.,22(2): 97. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1316","Plantae","Ericales","Tracheophyta","mexiae","Standl."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Cavalcante, P.B. 1977. Acta Amazonica,7(2): 194-197. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Ebenaceae","Diospyros",NA,NA,NA,"sp1317","Plantae","Ericales","Tracheophyta","miltonii","Cavalcante"
